x1_image,x2_image,main softmax,branch softmax,prediction_main,prediction_branch,true result
./vehicle_images/1636039471971_Bajaj Re 2 Stroke 2007 Three Wheel.jpg,./vehicle_images/1636044651733_Bajaj Re 4 Stroke 2008 Three Wheel.jpg,"[3.6943423765478656e-05, 0.0016555520705878735, 0.997908353805542, 0.0003991964040324092]","[2.797985665381475e-08, 1.9382764548936393e-06, 0.9904914498329163, 0.009506468661129475]",2,2,2
./vehicle_images/1636039473079_Bajaj Qute 2020 Car.jpg,./vehicle_images/1636044654170_Bajaj 2 Stroke 2002 Three Wheel.jpg,"[0.4235132932662964, 0.1153455600142479, 0.4307474195957184, 0.030393734574317932]","[0.024161670356988907, 0.0669945776462555, 0.4432453215122223, 0.4655984938144684]",2,3,2
./vehicle_images/1636039473644_Bajaj Re 2008 Three Wheel.jpg,./vehicle_images/1636044655178_Bajaj Pulsar Ns 2015 Motorbike.jpg,"[5.817389319417998e-05, 5.6202508858405054e-05, 0.9998630285263062, 2.2470510884886608e-05]","[2.1292463625588454e-10, 4.371501916011766e-08, 0.9980370402336121, 0.0019629192538559437]",2,2,2
./vehicle_images/1636039474747_Bajaj Re 1985 Three Wheel.jpg,./vehicle_images/1636044656253_Bajaj 4 Stroke 2008 Three Wheel.jpg,"[1.0466655986363094e-08, 1.346362807908008e-07, 0.9999992847442627, 5.780457286164165e-07]","[6.738661138527824e-16, 2.3124995841838913e-12, 0.9999676942825317, 3.2301257306244224e-05]",2,2,2
./vehicle_images/1636039475133_Bajaj Re 205 2011 Three Wheel.jpg,./vehicle_images/1636044657348_Bajaj Re 2008 Three Wheel.jpg,"[0.0007789930677972734, 0.006301467306911945, 0.9859710335731506, 0.006948584225028753]","[0.00013221528206486255, 0.0013538184575736523, 0.8636459708213806, 0.13486793637275696]",2,2,2
./vehicle_images/1636039476205_Bajaj Discover 2017 Motorbike.jpg,./vehicle_images/1636044674783_Bajaj Pulsar 150 2014 Motorbike.jpg,"[2.091832811856875e-06, 6.101745384512469e-07, 0.9999960660934448, 1.181660195470613e-06]","[1.8793409685999123e-14, 3.076794374834435e-11, 0.9999048709869385, 9.509146912023425e-05]",2,2,2
./vehicle_images/1636039476390_Bajaj Platina 2013 Motorbike.jpg,./vehicle_images/1636044675898_Bajaj Re 2010 Three Wheel.jpg,"[0.0018581070471554995, 0.00048067327588796616, 0.9932057857513428, 0.004455541726201773]","[1.5218031421682099e-06, 4.310981967137195e-05, 0.9657841324806213, 0.03417115658521652]",2,2,2
./vehicle_images/1636039495474_Bajaj Re 2004 Three Wheel.jpg,./vehicle_images/1636044676890_Bajaj Ct100 2008 Motorbike.jpg,"[0.004481042735278606, 0.13804738223552704, 0.4086732268333435, 0.44879841804504395]","[0.00035835496964864433, 0.002903775777667761, 0.8171918988227844, 0.17954598367214203]",3,2,2
./vehicle_images/1636039495659_Bajaj Caliber 2010 Motorbike.jpg,./vehicle_images/1636044678852_Bajaj Pulsar 2012 Motorbike.jpg,"[1.5873141819611192e-05, 0.0001382645423291251, 0.9997513890266418, 9.45433130254969e-05]","[1.2913772273748236e-09, 1.7751510483776656e-07, 0.9964807629585266, 0.0035189820919185877]",2,2,2
./vehicle_images/1636039496214_Bajaj Re 2007 Three Wheel.jpg,./vehicle_images/1636044684580_Bajaj 2 Stroke 2005 Three Wheel.jpg,"[0.010951634496450424, 0.09197026491165161, 0.7957338690757751, 0.10134425014257431]","[0.0002416012721369043, 0.0021485122852027416, 0.8370382189750671, 0.16057167947292328]",2,2,2
./vehicle_images/1636039497619_Bajaj Pulsar 2010 Motorbike.jpg,./vehicle_images/1636044684742_Bajaj Ct100 2015 Motorbike.jpg,"[4.186811565887183e-05, 0.0007282272563315928, 0.9991877675056458, 4.212283238302916e-05]","[5.614174014567652e-09, 5.563418312704016e-07, 0.9943390488624573, 0.005660407245159149]",2,2,2
./vehicle_images/1636039499486_Bajaj Re 2017 Three Wheel.jpg,./vehicle_images/1636044703306_Bajaj Re 2 Stroke 2005 Three Wheel.jpg,"[9.331872519169337e-08, 4.0140500345842156e-07, 0.9999994039535522, 1.603736876631956e-07]","[1.6373655903345607e-12, 9.92644300090717e-10, 0.9995949864387512, 0.00040503250784240663]",2,2,2
./vehicle_images/1636039504100_Bajaj 2 Stroke 1995 Three Wheel.jpg,./vehicle_images/1636044705378_Bajaj Re 4 Stroke 2013 Three Wheel.jpg,"[5.195579078076662e-08, 1.2816508387913927e-06, 0.9999983310699463, 4.068704413384694e-07]","[5.3376102117307406e-17, 3.219057236481665e-13, 0.9999858140945435, 1.4189064131642226e-05]",2,2,2
./vehicle_images/1636039505103_Bajaj 2 Stroke 2006 Three Wheel.jpg,./vehicle_images/1636044707038_Bajaj Ct100 2020 Motorbike.jpg,"[0.02034597471356392, 0.10645687580108643, 0.7203999161720276, 0.15279726684093475]","[0.059791259467601776, 0.12576985359191895, 0.31667447090148926, 0.4977644383907318]",2,3,2
./vehicle_images/1636039505806_Bajaj Re 1998 Three Wheel.jpg,./vehicle_images/1636044707294_Bajaj Re 2009 Three Wheel.jpg,"[0.0003387395991012454, 0.0016909366240724921, 0.9964641332626343, 0.0015060522127896547]","[2.920005044870777e-06, 7.14298221282661e-05, 0.9579411149024963, 0.04198451340198517]",2,2,2
./vehicle_images/1636039529577_Bajaj Re 1998 Three Wheel.jpg,./vehicle_images/1636044707448_Bajaj Platina 2015 Motorbike.jpg,"[2.2508009351440705e-05, 0.00025411092792637646, 0.9981056451797485, 0.0016177354846149683]","[2.716384130962979e-07, 1.1325410014251247e-05, 0.9802537560462952, 0.019734691828489304]",2,2,2
./vehicle_images/1636039531281_Bajaj Ct100 2015 Motorbike.jpg,./vehicle_images/1636044707583_Bajaj Re 2002 Three Wheel.jpg,"[0.0009144131327047944, 0.001214094227179885, 0.9977128505706787, 0.00015863688895478845]","[3.2729371213235936e-08, 2.189367933169706e-06, 0.9899985194206238, 0.009999183006584644]",2,2,2
./vehicle_images/1636039531683_Bajaj 2 Stroke 2004 Three Wheel.jpg,./vehicle_images/1636044710673_Bajaj Discover 125 2006 Motorbike.jpg,"[8.40611828607507e-05, 0.0011481898836791515, 0.9942268133163452, 0.004540890920907259]","[9.962374036831534e-08, 5.197887276153779e-06, 0.9856885671615601, 0.014306111261248589]",2,2,2
./vehicle_images/1636039532555_Bajaj Pulsar 2018 Motorbike.jpg,./vehicle_images/1636044712471_Bajaj Re 2017 Three Wheel.jpg,"[8.413305607746224e-10, 3.392465686147261e-08, 0.9999977350234985, 2.249829549327842e-06]","[7.458981662642025e-16, 2.5025337704875916e-12, 0.9999666213989258, 3.338319584145211e-05]",2,2,2
./vehicle_images/1636039532902_Bajaj Platina 2013 Motorbike.jpg,./vehicle_images/1636044712826_Bajaj Re 2017 Three Wheel.jpg,"[0.0010348812211304903, 0.02645059861242771, 0.47559526562690735, 0.49691930413246155]","[2.1056128389318474e-05, 0.0003291500033810735, 0.9219851493835449, 0.07766468077898026]",3,2,2
./vehicle_images/1636039534446_Bajaj Re 2011 Three Wheel.jpg,./vehicle_images/1636044732810_Bajaj Re 205 2014 Three Wheel.jpg,"[0.00035208844929002225, 0.0010232448112219572, 0.9982720613479614, 0.0003525828942656517]","[3.400463555180977e-08, 2.2553613234777004e-06, 0.9898747205734253, 0.010123095475137234]",2,2,2
./vehicle_images/1636039534863_Bajaj Re 2010 Three Wheel.jpg,./vehicle_images/1636044733278_Bajaj Re 4 Stroke 2008 Three Wheel.jpg,"[2.4571594622102566e-05, 0.00118608761113137, 0.9987446069717407, 4.46698977611959e-05]","[4.2216649620563373e-10, 7.442900340492997e-08, 0.9975497126579285, 0.0024501834996044636]",2,2,2
./vehicle_images/1636039537970_Bajaj Re 2008 Three Wheel.jpg,./vehicle_images/1636044735931_Bajaj Re 2009 Three Wheel.jpg,"[9.629078704165295e-06, 0.0003388304612599313, 0.9994766116142273, 0.00017489343008492142]","[5.972266431397699e-11, 1.6269410707536736e-08, 0.9986999034881592, 0.0013001220067963004]",2,2,2
./vehicle_images/1636039538651_Bajaj Platina 2012 Motorbike.jpg,./vehicle_images/1636044736126_Bajaj Re 4 Stroke 2007 Three Wheel.jpg,"[1.2202375728520565e-05, 0.00012461745063774288, 0.9998551607131958, 7.99961435404839e-06]","[1.5681651810428576e-10, 3.4462924958234e-08, 0.998222291469574, 0.0017777127213776112]",2,2,2
./vehicle_images/1636039539305_Bajaj Discover 100 2011 Motorbike.jpg,./vehicle_images/1636044737642_Bajaj Discover 2009 Motorbike.jpg,"[0.0029334500432014465, 0.0005668840021826327, 0.9958912134170532, 0.0006084023043513298]","[1.4193487274383187e-08, 1.1438904721217114e-06, 0.9923614263534546, 0.007637389004230499]",2,2,2
./vehicle_images/1636039560376_Bajaj Ct100 2005 Motorbike.jpg,./vehicle_images/1636044740470_Bajaj Ct100 2007 Motorbike.jpg,"[0.0004323784087318927, 0.01285768672823906, 0.9534991383552551, 0.03321082517504692]","[0.0005477613303810358, 0.004012530669569969, 0.7934574484825134, 0.2019823044538498]",2,2,2
./vehicle_images/1636039562602_Bajaj Ct100 2011 Motorbike.jpg,./vehicle_images/1636044740979_Bajaj Ct100 2008 Motorbike.jpg,"[2.1946665583527647e-05, 0.00013009709073230624, 0.9820507764816284, 0.017797105014324188]","[4.4545245714289194e-08, 2.781725470413221e-06, 0.9889543056488037, 0.01104293018579483]",2,2,2
./vehicle_images/1636039562872_Bajaj Pulsar 150 2013 Motorbike.jpg,./vehicle_images/1636044760191_Bajaj Re 2013 Three Wheel.jpg,"[1.874799409051775e-07, 3.78339024109664e-07, 0.999997615814209, 1.754574782353302e-06]","[2.499269779847324e-13, 2.3014466721260618e-10, 0.9997798800468445, 0.0002201413590228185]",2,2,2
./vehicle_images/1636039563173_Bajaj Pulsar 150 2018 Motorbike.jpg,./vehicle_images/1636044760996_Bajaj Pulsar 150 2007 Motorbike.jpg,"[5.817900728288805e-06, 2.107746149704326e-05, 0.9983306527137756, 0.0016424634959548712]","[8.127259976120627e-10, 1.2384926151298714e-07, 0.9969707727432251, 0.003029115963727236]",2,2,2
./vehicle_images/1636039563627_Bajaj Discover 125m 2014 Motorbike.jpg,./vehicle_images/1636044761355_Bajaj Discover 150 2011 Motorbike.jpg,"[7.685131322432426e-07, 6.280039087869227e-06, 0.9994009733200073, 0.0005920387920923531]","[7.018574166295366e-08, 3.959924470109399e-06, 0.9872131943702698, 0.012782775796949863]",2,2,2
./vehicle_images/1636039563828_Bajaj Re 1999 Three Wheel.jpg,./vehicle_images/1636044764721_Bajaj 2 Stroke 1995 Three Wheel.jpg,"[2.6426619115227368e-06, 2.2314872694551013e-05, 0.9999097585678101, 6.53390889056027e-05]","[3.937887349536595e-09, 4.223060727781558e-07, 0.9949522018432617, 0.005047298036515713]",2,2,2
./vehicle_images/1636039564308_Bajaj Caliber 2004 Motorbike.jpg,./vehicle_images/1636044764899_Bajaj 4 Stroke 2014 Three Wheel.jpg,"[0.00020654682884924114, 0.005078346002846956, 0.9885184168815613, 0.006196688860654831]","[1.9241585960116936e-06, 5.17057633260265e-05, 0.963141143321991, 0.036805231124162674]",2,2,2
./vehicle_images/1636039565279_Bajaj Pulsar 150 2018 Motorbike.jpg,./vehicle_images/1636044766914_Bajaj Discover 2008 Motorbike.jpg,"[0.0001495901233283803, 9.75244038272649e-05, 0.9977127313613892, 0.0020401570945978165]","[2.770514484495834e-08, 1.923474883369636e-06, 0.9905216693878174, 0.009476285427808762]",2,2,2
./vehicle_images/1636039567384_Bajaj Ct100 2015 Motorbike.jpg,./vehicle_images/1636044767919_Bajaj Re 2019 Three Wheel.jpg,"[1.270819211640628e-05, 3.686334821395576e-05, 0.9996902942657471, 0.00026020381483249366]","[1.7077020908473628e-09, 2.2058522120005364e-07, 0.9961477518081665, 0.003852045862004161]",2,2,2
./vehicle_images/1636039567660_Bajaj Re 2016 Three Wheel.jpg,./vehicle_images/1636044785295_Bajaj Re 205 2015 Three Wheel.jpg,"[0.0010792207904160023, 0.00880245678126812, 0.9897865056991577, 0.0003318407398182899]","[1.463944045099197e-05, 0.00024860299890860915, 0.9302915334701538, 0.06944522261619568]",2,2,2
./vehicle_images/1636039568023_Bajaj 2 Stroke 2003 Three Wheel.jpg,./vehicle_images/1636044785890_Bajaj Ct100 2019 Motorbike.jpg,"[1.405873035764671e-07, 8.899621025193483e-05, 0.9984990358352661, 0.0014117847895249724]","[3.598984651964621e-11, 1.0973431052718752e-08, 0.9988967180252075, 0.0011032673064619303]",2,2,2
./vehicle_images/1636039568246_Bajaj 2 Stroke 1995 Three Wheel.jpg,./vehicle_images/1636044787663_Bajaj Ct100 2016 Motorbike.jpg,"[0.0020156220998615026, 0.0914992243051529, 0.7056917548179626, 0.2007933408021927]","[0.08309102803468704, 0.15639768540859222, 0.2669837474822998, 0.49352753162384033]",2,3,2
./vehicle_images/1636039568625_Bajaj Discover 150 2012 Motorbike.jpg,./vehicle_images/1636044787814_Bajaj Ct100 1948 Motorbike.jpg,"[0.00020255043637007475, 0.0010709677590057254, 0.9900210499763489, 0.008705365471541882]","[5.1937482092867526e-11, 1.4595109121273708e-08, 0.9987574815750122, 0.0012425724416971207]",2,2,2
./vehicle_images/1636039569597_Bajaj Pulsar 150 2017 Motorbike.jpg,./vehicle_images/1636044789573_Bajaj Platina 2009 Motorbike.jpg,"[2.0863333247689297e-06, 1.238323329744162e-05, 0.9999508857727051, 3.462958920863457e-05]","[2.928924030393132e-12, 1.5602251712820703e-09, 0.9995108842849731, 0.0004891068674623966]",2,2,2
./vehicle_images/1636039596305_Bajaj Ct100 2015 Motorbike.jpg,./vehicle_images/1636044790135_Bajaj Re 1998 Three Wheel.jpg,"[2.9701009225391317e-06, 5.838035576744005e-06, 0.9999759197235107, 1.5225569768517744e-05]","[1.382909520404596e-12, 8.704712506357737e-10, 0.9996165037155151, 0.00038344127824530005]",2,2,2
./vehicle_images/1636039596668_Bajaj Rs 200 2017 Motorbike.jpg,./vehicle_images/1636044790465_Bajaj Re 2010 Three Wheel.jpg,"[0.0029736338183283806, 0.09666301310062408, 0.7182156443595886, 0.18214768171310425]","[3.7966628951835446e-06, 8.753419388085604e-05, 0.9543085694313049, 0.04560007154941559]",2,2,2
./vehicle_images/1636039598952_Bajaj Pulsar 2010 Motorbike.jpg,./vehicle_images/1636044790734_Bajaj 4 Stroke 2013 Three Wheel.jpg,"[0.003703281283378601, 0.010163605213165283, 0.979430615901947, 0.006702480372041464]","[3.5232215367386743e-08, 2.3183633857115638e-06, 0.9897582530975342, 0.010239431634545326]",2,2,2
./vehicle_images/1636039600846_Bajaj Re 2015 Three Wheel.jpg,./vehicle_images/1636044791772_Bajaj Scooty 1994 Motorbike.jpg,"[1.8066839402308688e-05, 0.00025856177671812475, 0.9996148347854614, 0.00010860260226763785]","[4.692529742555962e-08, 2.8965118872292805e-06, 0.9887675642967224, 0.011229556053876877]",2,2,2
./vehicle_images/1636039601432_Bajaj Re 2015 Three Wheel.jpg,./vehicle_images/1636044792449_Bajaj Pulsar 180 2014 Motorbike.jpg,"[4.731455476303381e-07, 5.753992809331976e-06, 0.9997397065162659, 0.00025404311600141227]","[1.1488460183173288e-09, 1.6208821307373e-07, 0.9966116547584534, 0.003388269105926156]",2,2,2
./vehicle_images/1636039601608_Bajaj Re 2016 Three Wheel.jpg,./vehicle_images/1636044795629_Bajaj Ct100 2013 Motorbike.jpg,"[0.0001041217619786039, 0.012847076170146465, 0.7544927000999451, 0.23255611956119537]","[8.852335895426222e-07, 2.8322871003183536e-05, 0.9711993336677551, 0.02877144329249859]",2,2,2
./vehicle_images/1636039602377_Bajaj Boxer 2008 Motorbike.jpg,./vehicle_images/1636044812393_Bajaj Pulsar 2004 Motorbike.jpg,"[8.684541535330936e-05, 0.0008392586605623364, 0.8924776315689087, 0.10659617930650711]","[2.2364729375112802e-05, 0.0003448282659519464, 0.9205190539360046, 0.07911375164985657]",2,2,2
./vehicle_images/1636039603913_Bajaj Re 2005 Three Wheel.jpg,./vehicle_images/1636044815374_Bajaj Champion 2000 Motorbike.jpg,"[0.004497331101447344, 0.03362482413649559, 0.2910079061985016, 0.6708699464797974]","[0.004798002541065216, 0.02058256044983864, 0.6264797449111938, 0.3481396436691284]",3,2,2
./vehicle_images/1636039627999_Bajaj 2 Stroke 2019 Three Wheel.jpg,./vehicle_images/1636044817871_Bajaj Discover 2011 Motorbike.jpg,"[2.6229276045341976e-05, 0.00026521345716901124, 0.9990955591201782, 0.0006130553083494306]","[3.6340415121571823e-09, 3.967536770232982e-07, 0.9950816631317139, 0.00491793779656291]",2,2,2
./vehicle_images/1636039629234_Bajaj Re 205 2011 Three Wheel.jpg,./vehicle_images/1636044818065_Bajaj 2 Stroke 2004 Three Wheel.jpg,"[2.9757400170637993e-06, 0.000250326149398461, 0.9996650218963623, 8.161556615959853e-05]","[6.725930576378936e-13, 4.969681888233879e-10, 0.9996964931488037, 0.0003035024565178901]",2,2,2
./vehicle_images/1636039629419_Bajaj 4 Stroke 2013 Three Wheel.jpg,./vehicle_images/1636044820145_Bajaj Discover 2012 Motorbike.jpg,"[0.00012004835298284888, 0.00021455169189721346, 0.9974479675292969, 0.0022174620535224676]","[1.0016400153745053e-08, 8.724612143851118e-07, 0.9931746125221252, 0.006824543699622154]",2,2,2
./vehicle_images/1636039632388_Bajaj 2 Stroke 2003 Three Wheel.jpg,./vehicle_images/1636044822081_Bajaj Ct100 2007 Motorbike.jpg,"[4.5367060010903515e-06, 5.320073978509754e-05, 0.9999160766601562, 2.6244309992762282e-05]","[2.436787716053601e-10, 4.85496158830756e-08, 0.9979494214057922, 0.002050622832030058]",2,2,2
./vehicle_images/1636039632541_Bajaj Pulsar Ns200 2016 Motorbike.jpg,./vehicle_images/1636044822504_Bajaj Discover 125 2016 Motorbike.jpg,"[0.001077488879673183, 0.13647307455539703, 0.8308374285697937, 0.03161206096410751]","[8.794088353170082e-05, 0.00098988669924438, 0.8793217539787292, 0.11960048973560333]",2,2,2
./vehicle_images/1636039633976_Bajaj Discover 125 2007 Motorbike.jpg,./vehicle_images/1636044823176_Bajaj Ct100 2007 Motorbike.jpg,"[3.2729378290241584e-05, 0.0025213435292243958, 0.9926444292068481, 0.004801460541784763]","[5.884308848180808e-06, 0.00012287711433600634, 0.9475570321083069, 0.05231413617730141]",2,2,2
./vehicle_images/1636039635218_Bajaj 2 Stroke 2003 Three Wheel.jpg,./vehicle_images/1636044844745_Bajaj Platina 2011 Motorbike.jpg,"[3.63554572686553e-05, 0.0026918891817331314, 0.9286012649536133, 0.06867039203643799]","[4.444067599251866e-06, 9.888178465189412e-05, 0.9519858360290527, 0.0479109063744545]",2,2,2
./vehicle_images/1636039636321_Bajaj Re 2 Stroke 2003 Three Wheel.jpg,./vehicle_images/1636044845585_Bajaj Re 2015 Three Wheel.jpg,"[4.889356546300405e-07, 5.666067863785429e-06, 0.9999936819076538, 7.456269912609059e-08]","[2.3265193076086113e-14, 3.632330200509237e-11, 0.9998980760574341, 0.00010190952161792666]",2,2,2
./vehicle_images/1636039637240_Bajaj Re 2018 Three Wheel.jpg,./vehicle_images/1636044845838_Bajaj Re 2012 Three Wheel.jpg,"[0.00026781161432154477, 0.000977185438387096, 0.9987540245056152, 9.955074347089976e-07]","[9.842770858341926e-14, 1.1150615847332901e-10, 0.9998372793197632, 0.0001627132878638804]",2,2,2
./vehicle_images/1636039637487_Bajaj 2 Stroke 2005 Three Wheel.jpg,./vehicle_images/1636044846143_Bajaj Re 205 2011 Three Wheel.jpg,"[0.00023010859149508178, 0.00609984714537859, 0.9936180114746094, 5.2009974751854315e-05]","[3.004162252295828e-08, 2.0483580556174275e-06, 0.9902710914611816, 0.00972683448344469]",2,2,2
./vehicle_images/1636039637943_Bajaj Pulsar 200 2009 Motorbike.jpg,./vehicle_images/1636044846395_Bajaj Pulsar 2013 Motorbike.jpg,"[9.154276631306857e-05, 0.000500249327160418, 0.8910874128341675, 0.10832077264785767]","[1.60704765050923e-08, 1.2597932936841971e-06, 0.9920489192008972, 0.007949722930788994]",2,2,2
./vehicle_images/1636039665158_Bajaj Discover 150 2011 Motorbike.jpg,./vehicle_images/1636044848292_Bajaj Discover 150 2012 Motorbike.jpg,"[4.662291394197382e-05, 0.0014089331962168217, 0.9890056848526001, 0.00953870639204979]","[1.6818566095366805e-08, 1.3051317182544153e-06, 0.9919313788414001, 0.0080672986805439]",2,2,2
./vehicle_images/1636039665352_Bajaj 4 Stroke 2015 Three Wheel.jpg,./vehicle_images/1636044849381_Bajaj Pulsar 2013 Motorbike.jpg,"[1.2789769243681803e-07, 1.3724411473958753e-06, 0.9998749494552612, 0.00012343027628958225]","[2.5657566349313043e-12, 1.407605698666714e-09, 0.9995315074920654, 0.00046855182154104114]",2,2,2
./vehicle_images/1636039665514_Bajaj Pulsar 150 2015 Motorbike.jpg,./vehicle_images/1636044849627_Bajaj 2 Stroke 2005 Three Wheel.jpg,"[6.627600214414997e-06, 9.802892236621119e-06, 0.9999790191650391, 4.5756855797662865e-06]","[4.660295153252614e-12, 2.23889284889367e-09, 0.999431312084198, 0.0005686170188710093]",2,2,2
./vehicle_images/1636039666039_Bajaj 2 Stroke 2006 Three Wheel.jpg,./vehicle_images/1636044850398_Bajaj Legend 2005 Motorbike.jpg,"[3.612364162108861e-05, 0.0004379362508188933, 0.9991967082023621, 0.0003292837936896831]","[9.027736780353735e-09, 8.047704227465147e-07, 0.9933998584747314, 0.006599303334951401]",2,2,2
